id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid
1|Lope de Vega|La viuda valenciana|30 de marzo de 2023|Adrián Novella|La Valenciana||Teatro Rialto de Valencia||39.4710227|-0.3763002|abcda10d-e1ca-4c7b-bb04-36cb94e832bc
2|Lope de Vega|Fuenteovejuna|30 de junio de 2023|Mariano de Paco Serrano|Teatro Círculo||Corral Cervantes de Madrid||40.3940876|-3.6994792|acd6a061-3625-44e2-8d58-7b72de0f16d0
3|Lope de Vega|Lo fingido verdadero. Historia de San Ginés, mártir y comediante; La finzione veritiera|22 de julio de 2022|Luca Vonella|Teatro a Canone|Festival internacional de Teatro Clásico de Almagro|Teatro Municipal de Almagro, Ciudad Real||38.8903455|-3.7117528|154e33a4-dcf9-4b4d-8028-ffa7122b0348
4|Lope de Vega|Lo fingido verdadero|1 de febrero de 2022|Lluís Homar|Compañía Nacional de Teatro Clásico,CNTC||Sala Princioa del Teatro de la Comedia de Madrid||40.4155336|-3.7003923|1c6df55d-80e9-426f-85a5-e81f4aee092c
5|Lope de Vega|La malcasada|14 de julio de 2022|Ana Vélez|Tumbalobos Teatro|Festival internacional de Teatro Clásico de Almagro|Teatro Municipal de Almagro, Ciudad Real||38.8903455|-3.7117528|bc286394-a903-429c-948b-d622343ee143
6|Lope de Vega|La hermosa fea|17 de junio de 2022|Gabriel García y Daniel Acebes|Diágoras Producciones|Festival Clásicos en Alcalá|Centro Sociocultural Gilitos de Alcalá de Henares, Madrid||40.4921751|-3.3666232|343f8c88-1062-4aa4-aafc-76d808e4f3e4
7|Lope de Vega|La discreta enamorada|20 de mayo de 2022|Manuel Carcedo Sama|Karpas Tratro||Teatro Karpas de Madrid||40.410462|-3.697682|e686f386-a9b5-4a0a-a401-c1add587db42
8|Lope de Vega|La dama boba|3 de julio de 2022|Rodrigo Arribas|Fundación Siglo de Oro|Festival internacional de Teatro Clásico de Almagro|Corral de Comedias de Alcalá de Henares, Madrid||40.4822922|-3.3645504|1f6807a6-b70d-4234-a14e-29ed1b2003c1
9|Lope de Vega|El Perro del Hortelano|15 de julio de 2022|Hugo Giachino|Stayin' alive|Festival internacional de Teatro Clásico de Almagro|Casa Palacio de los Villarreal de Almagro, Ciudad Real||38.8885331|-3.7148567|7e7ee511-e6ef-40c8-92f0-56496b79954f
10|Lope de Vega|El marqués de las Navas|19 de junio de 2022||Factoría Teatro|Festival Clásicos de Alcalá|Teatro Salón Cervantes de Alcalá de Henares, Madrid||40.4834571|-3.3661106|4cf65709-932d-447e-a647-744ab52ac6a6
11|Lope de Vega|El amor enamorad|22 de julio de 2022|Borja Rodríguez|Mic Producciones Teatrales|Festival internacional de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almadro, Ciudad Real||38.8915937|-3.7148261|9c8b6fde-9d6b-41ee-9d33-f7ba8a7f7d2d
12|Lope de Vega|Arte nuevo de hacer melindres en estos tiempos|28 de julio de 2022|Juan Polanco|Cía Kazo Teatro||Sala Nave 73 de Madrid||40.403178|-3.6987581|d3be2718-3d00-438f-86df-e9fa9a12b012
13|Lope de Vega|Peribáñez y el comedor de Ocaña|29 de enero de 2021|Eduardo Vasco|Noviembre Teatro||Teatro Calderón de Valladolid||41.6539837|-4.7246809|f053dc7d-1ac7-4d91-954f-8db63471cd3e
14|Lope de Vega|Los guanches de Tenerife y conquista de Canaria|24 de junio de 2021|Jesús Román|Cía. Garcilasos||||||ddf1cbd4-0242-45d2-98d5-052f4b998bbf
15|Lope de Vega|Las bizarrías de Belisa|23 de julio de 2021|Antonio Alcalde|Clásicos on the Road|Festival internacional de Teatro Clásico de Almagro|Corral de Comedias||40.4451582|-3.5339127|9ebd0c55-b33b-43cd-beb0-623f10956346
16|Lope de Vega|La boba para los otros|8 de octubre de 2021|Rafael Rodríguez|2Rc Producciones|Festival iberoamericano del Siglo de Oro, Festival de Teatro Clásico de Olmedo|Teatro Pérez Galdós de Las Palmas de Gran Canaria||28.1034923|-15.4138437|cf19b973-e000-42a5-bd96-38a1a1b45f16
17|Lope de Vega|Fuenteovejuna, historia de un maltrato|16 de octubre de 2021|Marianella Morena|La Morena; Jóvenez Clásicos||Teatro del Títere de la Tía Norica de Cádiz||36.5321162|-6.2977584|3dffeb66-7ec7-4bfe-aa63-aee0e46d1c13
18|Lope de Vega|El Perro del Hortelano|2 de julio de 2021|Paco Mir|Vània Produccions; Sofía Aguilar Producciones de Arte|Festival internacional de Teatro Clásico de Almagro|Corral de Comedias de Almagro, Ciudad Real||38.8884394|-3.7119119|3961fee9-406f-403e-8507-7eb5affcdf19
19|Lope de Vega|El Perro del Hortelano|3 de abril de 2021|Dominic Dromgoole|Fundación Siglo de Oro||Verde de los Teatros del Canal de Madrid||40.438279|-3.7051836|63378561-5e6a-40ff-b918-82800882fc36
20|Lope de Vega|El Caballero de Olmedo|16 de junio de 2021|Pedro Luis López Bellot|Producciones La Barraca & Cía.|Festival de Teatro Clásico de Cáceres|Plaza de las Veletas de Cáceres||39.4732379|-6.3702347|aada1523-7900-4c7b-ae2b-a7af1e366469
21|Lope de Vega|El animal de Hungría|12 de junio de 2021|Ernesto Arias|Colectivo Allatok; EscénaTe||Corral de Comedias de Alcalá de Henares, Madrid||40.4822922|-3.3645504|605a553f-a61b-43c1-960c-877897611af6
22|||||||||||2c0bf0f6-7068-4b18-ab53-8827aa597f9f
23|Lope de Vega|Distrito Fuenteovejuna|Verano 2020|Francisco Valcarce|Movimiento Sempiterno||???||40.4160512|-3.6929536|0ee5e483-50f0-4ca3-8896-464d6fff7bcd
24|Lope de Vega|Canciones de Olmedo|15 de noviembre de 2020|José Carlos Cuevas|Jóvenes Clásicos|Festival LA ESCENA 2020|Online. Grabado en el Teatro del Soho, Málaga||36.7108625|-4.4294363|647ee4e1-93e2-4cbd-a679-e92d90b2382d
25|Lope de Vega|Arte nuevo de hacer teatro para jóvenes de nuestro tiempo; Eco y Narciso; Valor, agravio y mujer; Fuenteovejuna|4 de marzo de 2021|Mariano Estudillo|Joven Compañía Nacional de Teatro Clásico, JCNTC|"Festival de Teatro Clásico de Almagro
"|sala Tirso de Molina del Teatro de la Comedia de Madrid||40.4155336|-3.7003923|835bca4d-4a62-475d-a719-e59dfa6bcdfe
26|Lope de Vega|Peribáñez y el comedor de Ocaña|15 de septiembre de 2020|del Colectivo|Dragoi Zuria||||||9cd99e69-f9e8-4b77-98d4-790c00892c81
27|Lope de Vega|Ni come, ni deja comer|18 de julio de 2020|José Luis Pineda Ortega|Asociación Cultural Teatral A Escena|"Festival de Teatro Clásico de Almagro
"|"Dentro de la programación de Barroco Infantil Online del Festival de Teatro Clásico de Almagro
"||38.8888239|-3.7111408|65e3cb2c-b1e6-4f10-bcfa-7c75c6442f97
28|Lope de Vega|Mujeres del Siglo de Oro|||????????????||||||c19dd476-8269-4095-a9c3-776b87aa181d
29|Lope de Vega|La selva sin amor|18 de julio de 2020|Jesús Caballero|La Máquina Real|"Festival de Teatro Clásico de Almagro
"|Palacio de los Oviedo de Almagro||38.8885331|-3.7148567|ee95bccf-0182-4ccb-aa3c-fdaf266a6eef
30|Lope de Vega|La discreta enamorada|19 de julio de 2020|Javier Mañón|Corrales de Comedias Teatro S.L|"Festival de Teatro Clásico de Almagro
"|Palacio de los Oviedo de Almagro||38.8885331|-3.7148567|055a5f6b-7edc-4ef7-a0a1-3731ef9dfda4
31|Lope de Vega|El discreto enamorao|29 de enero de 2020|Inés Muñoz|Las monstruas|Ciclo Clásicos en Enero, Murcia|Teatro Circo Murcia||37.9877971|-1.1281103|15a68ef2-7ffb-4f03-8bac-d16b9a5608c5
32|Lope de Vega|Castelvines y Monteses|16 de octubre de 2020|Sergio Peris-Mencheta|Barco Pirata; Compañía Nacional de Teatro Clásico.CNTC||Logroño||42.4602928|-2.4483627|bef2bd1d-96d9-41a0-b746-f0ae3319d470
33|Lope de Vega|Todas las guerras|||Joven Compañía Nacional de Teatro Clásico, JCNTC||||||38e6de8a-fd4c-4218-a8b1-1b5d4b9c82e5
34|Lope de Vega|María Estuardo. Corona trágica|27 de julio de 2019|Manuel Canseco|Compañía Manuel Canseco|"Festival de Teatro Clásico de Almagro
"|Almagro, Ciudad Real||38.8888239|-3.7111408|6e0031fc-dac1-499f-ab4d-f3ae14e6a8ef
35|Lope de Vega|Los locos de Valencia|15 de febrero de 2019|Antonio Algarra|Compañía Profesional de la Escuela Nacional de Arte Teatral, INBAL||La Corrala del Mitote, México||19.3541834|-99.1414052|1bac5383-3cec-4a3d-9726-0a29a53d01b1
36|Lope de Vega|La viuda Valenciana|12 de julio de 2019|Borja Rodríguez|Mic Producciones Teatrales|"Festival de Teatro Clásico de Almagro
"|Palacio de los Oviedo de Almagro (Ciudad Real)||38.8885331|-3.7148567|4020358a-4335-4662-aabe-b06b765cc964
37|Lope de Vega|La dama boba|8 de julio de 2019|Antonio Alcalde|Clásicos on the Road|"Festival de Teatro Clásico de Almagro
"|Ermita de la Magdalena de Almagro (Ciudad Real)||38.8844811|-3.7098712|9b0a167e-9211-4eb3-b088-e76f5385ebc6
38|Lope de Vega|La dama boba|26 de mayo de 2019|Victoria Savelieva|Olympia Metropolitana S.A||TAC Catarroja, Valencia||39.4034449|-0.4095795|1c7541ad-e93d-4054-b89d-73c835a9e850
39|Lope de Vega|Fuenteovejuna o el coraje de las mujeres; Fuenteovejuna, el valor de las mujeres|12 de julio de 2019|Vagba Oboud de Sales y Luis Marqués|Alma Production|"Festival de Teatro Clásico de Almagro
"|Patio de Fúcares de Almagro (Ciudad Real)||38.8899191|-3.709986|7ec5d0d1-f023-4917-a622-6c441706d2d0
40|Lope de Vega|El perro del Hortelano|5 de julio de 2019|José Vicente Gómez|El Taular Teatro|"Festival de Teatro Clásico de Almagro
"|En un coche Mercedes en Almagro||39.6950163|-3.4636674|d0ebd0e5-c117-4779-9640-1e3488bf9685
41|Lope de Vega|El perro del Hortelano|10 de agosto de 2019|Iker Ortiz de Zárate|Ortzai||||||4ec32db7-dd08-4f08-8786-e444923c1e6f
42|Lope de Vega|Dos tablas y una pasión|8 de junio de 2019|Rafael Álvarez 'El Brujo'|Producciones El Brujo|Festival de Teatro Clásico de Cáceres|Sala Principal del Gran Teatro de Cáceres||39.4731752|-6.3757083|124e6279-9922-4be0-86c1-2e65fc3588ba
43|Lope de Vega|La Gatomaquia|19 de julio de 2018|Laura Ferrer|La Coquèlicot|"Festival de Teatro Clásico de Almagro
"|Silo de Almagro (Ciudad Real)||38.8942052|-3.7077272|4152dae3-104a-47c3-8733-3ab002f7b0ae
44|Lope de Vega|La discreta enamorada|27 de julio de 2018|Santiago Doria|Compañía La Discreta Enamorada|"Festival de Teatro Clásico de Almagro
"|Corral de Comedias de Almagro (Ciudad Real)||38.8884394|-3.7119119|fd055a70-bf23-4945-b02c-ed86d438cb0d
45|Lope de Vega|El perro del Hortelano||Alberto Gómez Taboada|Hilanderas Producciones||||||4ed005aa-5155-4260-8194-2962f67f2d7f
46|Lope de Vega|El castigo sin venganza||Laura López Martínez|En la Luna Teatro||||||84b982ce-3616-4d0f-8cf4-038f491e6d3a
47|Lope de Vega|El castigo sin venganza|21 de noviembre de 2018|Helena Pimenta|Compañía Nacional de Teatro Clásico,CNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|b09c37c1-690a-47c7-ba18-681c67f5b989
48|Lope de Vega|Lo fingido verdadero|6 de julio de 2018|David Ojeda|Katum Teatro; Palmyra Teatro|"Festival de Teatro Clásico de Almagro
"|Teatro Municipal de Almagro (Ciudad Real)||38.89053|-3.7119068|75b48362-693e-44df-9d7c-2e65b6ee8a51
49|Lope de Vega|Préstame tus palabras 3||Alex Ruiz-Pastor|Joven Compañía Nacional de Teatro Clásico, JCNTC||||||3cd0e8fc-38c6-4da8-bdea-e72a5aaa469f
50|Lope de Vega|La judía de Toledo|8 de marzo de 2017|Laila Ripoll|Compañía Nacional de Teatro Clásico,CNTC; Producciones Micomicón||Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|e880bcb8-9a81-4d44-b12e-09eb21245f9e
51|Lope de Vega|La dama boba|28 de noviembre de 2017|Alfredo Sanzol|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|b1ac5cff-04b0-41eb-bc48-8c9b72322333
52|Lope de Vega|La Araucana. Auto sacramental|26 de julio de 2017|Tania Faúndez Carreño|Teatro del Nuevo Mundo|"Festival de Teatro Clásico de Almagro
"|||||fff78ccb-8bf3-415c-9a3c-2f2c15f80964
53|Lope de Vega|Fuenteovejuna; Fuente Ovejuna|19 de mayo de 2017|Javier Hernández-Simón|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|c0704800-f938-4879-b972-b4045ede0e5d
54|Lope de Vega|El caballero de Olmedo|3 de noviembre de 2017|Eduardo Vasco|Noviembre Compañía de Teatro S.L||||||480b532e-53b0-4e59-9c95-5355dcf31ac6
55|Lope de Vega|#Descuadra_2-Una comedia de enredo muy enredada-|10 de julio de 2017|Miguel Moreiras.|Pradana Teatro|"Festival de Teatro Clásico de Almagro
"|Ermita de San Ildefonso de Almagro||38.885073|-3.7195114|d11a1d43-789c-4017-8001-d9a9227217e2
56|Lope de Vega|La villana de Getafe|20 de mayo de 2016|Roberto Cerdá|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|07eb7066-1303-4de7-bcc4-cbe9f7232e35
57|Lope de Vega|La discreta enamorada|17 de enero de 2016|Pedro Miguel Martínez|El Bucle||Casa de Cultura de Burlada, Navarra||42.8244455|-1.620846|13dbab23-cf64-40f1-ac50-fdb4fcca42db
58|Lope de Vega|La boda entre dos maridos||Ana de Santos y Romeo Urbano|Albricias Teatro||||||bf142876-ebd9-455a-a3a6-fa9bbcd3df39
59|Lope de Vega|Fuente Ovejuna; Fuenteovejuna||Pepa Gamboa|Atalaya - TNT||Espectáculo TNT - El Vacíe||37.4216355|-5.9735266|a67b0b17-7a81-4c22-9488-cba564303d0a
60|Lope de Vega|El perro del Hortelano|19 de octubre de 2016|Helena Pimenta|Compañía Nacional de Teatro Clásico,CNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|b4f4ac09-130f-430c-af51-0605cddaf2c7
61|Lope de Vega|Mujeres y criados|29 de abril de 2015|Laurence Boswell y Rodrigo Arribas.|Fundación Siglo de Oro||Teatro Español de Madrid||40.4149459|-3.7001863|df48c79e-9aa4-44e2-9fa7-b511a7691635
62|Lope de Vega|La dama boba (versión animal)|11 de julio de 2015|Ramón Gutiérrez Rojas|La Calderona|"Festival de Teatro Clásico de Almagro
"|Teatro Municipal de Almagro (Ciudad Real)||38.89053|-3.7119068|745b1a32-0a23-41c9-9dcc-3e45585cd30d
63|Lope de Vega|La dama boba||Victoria Savelieva|Teatro Clásico Mediterráneo||||||1bd2a24b-0a70-4c6d-a496-bc57df79a5af
64|Lope de Vega|Fuenteovejuna|2 de julio de 2015|Ángel Luis Martín Fernández|Vecinos de Fuente Obejuna|"Festival de Teatro Clásico de Almagro
"|Plaza Mayor de Almagro (Ciudad Real)||38.8886344|-3.7117809|2e0f710c-4d9a-4f69-aa2d-c97f9e1e2b90
65|Lope de Vega|Fuenteovejuna; Fuente Ovejuna|8 de abril de 2015|José Luis Arellano|La Joven Compañía||Teatro Conde Duque de Madrid||40.4274072|-3.7107195|2a2489ae-f142-4efe-9f63-fcc8c4d8bbc5
66|Lope de Vega|El príncipe ynocente|2015||Efe Tres||||||13003794-1f5a-491c-9454-ef94d1015e11
67|Lope de Vega|El caballero de Olmedo|23 de abril de 2015|Juan Carlos Sanz|Valquiria Teatro||Teatro Viñagrande de Alcorcón, Madrid||40.3482819|-3.8049202|9a094df0-b0b9-4165-865c-5d1015dc7cac
68|Lope de Vega|Las dos bandoleras|8 de mayo de 2014|Carme Portaceli|Compañía Nacional de Teatro Clásico,CNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|b32c0415-48e8-4b85-9165-ed1594005184
69|Lope de Vega|La dama boba|14 de febrero de 2014|Adolfo Carmona|Acteatro||Teatro Oriente de Morón||37.121044|-5.4514299|7b25b7c5-16e0-4fb2-b5cc-5b5ae8b38fd4
70|Lope de Vega|La cortesía de España|3 de abril de 2014|Josep María Mestres|Joven Compañía Nacional de Teatro Clásico, JCNTC||Naves del Español, Matadero Madrid||40.3915443|-3.6971042|2d8242a9-f090-4f5d-9c53-919f411c77ca
71|Lope de Vega|Fuenteovejuna|19 de junio de 2014|Pedro Casas|Compañía José Estruch. RESAD||Claustro del Colegio del Rey de Alcalá de Henares, Madrid||40.482312|-3.3638123|bf73e2c8-f014-4f61-8daf-f137625d1eba
72|Lope de Vega|El perro del Hortelano|6 de julio de 2014|Gustavo Funes|Producciones El Perro Andalook||Plaza Vázquez de Molina de Úbeda, Jaén||38.0077028|-3.3678825|51868da7-cf9d-4e87-b443-26ce2774dc90
73|Lope de Vega|El perro del Hortelano|5 de febrero de 2014|Laurence Boswell y Rafel Díez Labín|Compañía Rakatá - Fundación Siglo de Oro|Festival de Teatro de Málaga|Teatro Echegaray de Málaga||36.7214409|-4.4192984|037b4595-67bd-419b-93e7-a07caaa7dada
74|Lope de Vega|El castigo sin venganza||Ernesto Arias|Compañía Rakatá - Fundación Siglo de Oro||||||a0147e36-311c-4841-8f56-ceb056b85e88
75|Lope de Vega|El caballero de Olmedo|25 de abril de 2014|Antonio Barrios|Compañía de Teatro Clásico de Córdoba. Teatro Par||"Sala Góngora del Gran Teatro de Córdoba
"||37.884474|-4.7811764|1d8eacab-1cc9-4b4c-a5ac-e8240ca7b2c1
76|Lope de Vega|El caballero de Olmedo|21 de julio de 2014|Kei Jinguji|Ksec Act|Festival de Teatro Clásico de Olmedo|Corrala Palacio del Caballero de Olmedo (Valladolid)||41.2863196|-4.6859718|44f5a82f-db90-49bb-9e35-b02a872c827a
77|Lope de Vega|El caballero de Olmedo|8 de febrero de 2014|Lluís Pasqual|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|03fb4797-bd11-4e03-b28b-7fe29bcf8a4c
78|Lope de Vega|Boba para los otros y discreta para sí|22 de julio de 2014|Rebeca Sanz-Conde|Lafinea Teatro|Festival de Teatro Clásico de Olmedo|Corrala Palacio Caballero de Olmedo (Valladolid)||41.2863196|-4.6859718|27c90119-ee44-4004-9d99-4ee9806a5cb4
79|Lope de Vega|Olmedo caballero El de; Testosterona|5 de julio de 2013|Nancho Novo|Microteatro Por Dinero|"Festival de Teatro Clásico de Almagro
"|Teatro Municipal de Almagro||38.8903455|-3.7117528|703af37e-cbed-4d33-b36b-70c672d67e86
80|Lope de Vega|La noche toledana|7 de mayo de 2013|Carlos Marchena|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|65abe66c-ba6b-45b9-aa52-e9417c8ef04a
81|Lope de Vega|Los locos de Valencia|19 de junio de 2013|Juan Polanco|La Academia del Verso|Festival Clásicos de Alcalá|Teatro Salón Cervantes||40.4834571|-3.3661106|48632be7-3444-400e-9ab7-ceb694e46506
82|Lope de Vega|Los celos; Olmedo caballero El|5 de julio de 2013|Sonia Sebastián|Microteatro Por Dinero||Teatro Municipal de Almagro||38.8903455|-3.7117528|f9f5fa5a-af01-4544-803b-b29c24b352c9
83|Lope de Vega|La vengadora de mujeres|22 de julio de 2013|Carla Soto|De la Nada Teatro|"Festival de Teatro Clásico de Almagro
"|Almagro, Ciudad Real||38.8888239|-3.7111408|3644cd58-6ed5-421b-b308-c7738e8eb803
84|Lope de Vega|La pasión; Olmedo caballero El de|5 de julio de 2013|Ana Risueño|Microteatro Por Dinero|"Festival de Teatro Clásico de Almagro
"|Teatro Municipal de Almagro||38.8903455|-3.7117528|3be8e89f-2f0e-418a-a112-69e2d0bb079b
85|Lope de Vega|La estrella de Sevilla|27 de julio de 2013|Alfonso Zurro|Teatro Clásico de Sevilla|Festival de Teatro y Danza de Niebla|Festival de Teatro y Danza de Niebla||37.3623164|-6.6783936|fb643003-63bc-4965-81ed-51c7cc73e735
86|Lope de Vega|La discreta enamorada|30 de noviembre de 2013|Gonzala Martín Scherman|Factoría Teatro||Centro Cultural Valdebernardo de Madrid||40.3996083|-3.6210667|f266b903-8ef4-4fee-9ec2-f49aeef779d0
87|Lope de Vega|La dama boba||Jorge Fullana|Espacio Imaginado||||||ac296e78-0b70-47bc-a1d5-3b03d75d012d
88|Lope de Vega|Fuenteovejuna. Breve tratado sobre las ovejas domésticas|25 de mayo de 2013|Ricard Soler i Mallol|Companyia Obskené||Corral de Comedias de Alcalá de Henares (Madrid)||40.4822922|-3.3645504|67d6e4e3-19ac-4ad6-b620-36711b2b2ca3
89|Lope de Vega|Fuenteovejuna; Fuente Ovejuna||José Luis Arellano García|La Joven Compañía||||||e66ff711-1fbc-4626-bbf6-03a72c1187d2
90|Lope de Vega|Fuente Ovejuna. Ensayo desde la violencia; Fuente Ovejuna|19 de junio de 2013|César Barló|Almaviva Teatro||"Corrala de la calle Montesinos n.º 56 de Aranjuez, Madrid
"||40.0345339|-3.5991432|7921600f-e284-4b7a-bfdb-4c5cfd55df5b
91|Lope de Vega|El subterráneo; Olmedo caballero El de|5 de julio de 2013|Fernanda Muchico y Miguel Alcantud|Microteatro Por Dinero|"Festival de Teatro Clásico de Almagro
"|Teatro Municipal de Almagro||38.8903455|-3.7117528|ce9890cf-8d4c-48e4-9cbf-0bdc640cc4c2
92|Lope de Vega|El perro del Hortelano|2 de noviembre de 2013|del Colectivo|Zamamur Producciones||||||53297e3b-a31a-4168-8b43-800b0be810d6
93|Lope de Vega|El perro del Hortelano||Manuel Carcedo Sama|Karpas Teatro||||||3e3fd8ef-9149-49dc-9e0b-1bb625db3d89
94|Lope de Vega|El objeto de deseo; Olmedo caballero El de|5 de julio de 2013|Carlos Molinero|Microteatro Por Dinero|"Festival de Teatro Clásico de Almagro
"|||||e8ecdb16-49c8-4e2a-817d-79f9d60c7398
95|Lope de Vega|El caballero de Olmedo|2013|Antonio Raposo|Viento Sur Teatro||||||1fcada85-c8c7-49d6-8f1c-98118b20d0e6
96|Lope de Vega|El caballero de Olmedo|22 de marzo de 2013|Felype de Lima|Secuencia 3 Artes y Comunicación|Festivales de Cantabria|Palacio de Festivales de Cantabria||43.4629796|-3.789499|0a987d05-7112-4487-960d-0ed26ba339c2
97|Lope de Vega|Las flores de don Juan|2012|José Bornás|Apata Teatro|Festival Internacional de Teatro y Danza de San Javier|Festival Internacional de Teatro y Danza de San Javier||37.8040686|-0.8331786|07d93113-76e5-42c7-a4bd-ff3eda459a17
98|Lope de Vega|La discreta enamorada y doña Francisquita||Juan Polanco|La Academia del Verso de Alcalá||||||435cd8e1-4810-426e-8743-bdbed5659b48
